Tweet ID,Username,Text,Number of Retweets,Number of Likes 
1067062416524099587,goldnbluegrl,b'Friday nights crowd was one of the best I\xe2\x80\x99ve ever been a part of! That stadium was rocking from kickoff to the very\xe2\x80\xa6 https://t.co/ozyo6RiiAa',0,3
1067060527715807232,WVwings,"b'The other person in the altercation after at the end of the TexasA-M , LSU game . According to the Advocate, the pe\xe2\x80\xa6 https://t.co/VJXSHiDrdS'",0,0
1067059405768794113,WVwings,b'Interesting insight on the inner workings of a sports journalist. \n#WVU https://t.co/YcPV02lH4o',0,0
1067058995825963009,PatrickKotnik,"b""RT @WVSportsDotCom: IT'S CYBER MONDAY! \n\nGet in on the best deal for #WVU sports coverage and FREE gear! Sign up for an annual subscription\xe2\x80\xa6""",4,0
1067058870785314816,Davidbr33David,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067058501883703303,JKTKuykendall,"b'RT @CJacksonWVU: #WVU defensive lineman Reese Donahue on senior William Crest: ""I want to be like Will Crest because he\xe2\x80\x99s such a phenomenal\xe2\x80\xa6'",111,0
1067058039428132864,modelcleaners,"b""Good morning from our new Morgantown location! The girls couldn't wait to put up the Christmas decorations. What's\xe2\x80\xa6 https://t.co/jHA73vFuZM""",0,3
1067057952656375808,24Lirette,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067057889511129094,BlueGoldNews,b'#WVU Around The Web 11/26: https://t.co/lqG3uG7j2K',0,2
1067057249980477440,fauxcaridi,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1067055871874740226,zach_goodall,b'RT @zach_goodall: Are you mad about the #Jaguars QB situation?\n\nMaybe @mistochristopho\xe2\x80\x99s scouting report on #WVU QB Will Grier will boost y\xe2\x80\xa6',3,0
1067055372119138304,EerSportsDotCom,b'Bounceback DB talks #WVU visit and recruitment. (VIP).... https://t.co/REaLhMnIWY',0,2
1067055215856271360,ErinHanlon98,"b'RT @TMHAcappella: Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm. Hope\xe2\x80\xa6'",5,0
1067053796579311616,CMAnderson247,b'#WVU stopping in to see a five-star athlete this week. VIP Scoop --&gt; https://t.co/E7zoIHdKHx',0,4
1067053106704338945,CMAnderson247,b'#WVU football bowl projections after the end of the regular season .... https://t.co/NDaumTU4Ie',0,4
1067052410651193344,Amanda49068044,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067051418333274112,UgaRecruitNews,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067050081856163842,DaveWilsonMN,"b'RT @WVMetroNews: Holgorsen is on Texas Tech\xe2\x80\x99s radar, along with Louisville and Colorado\n\n#WVU story by @GAllanTaylor \n\nhttps://t.co/IkEs5yC\xe2\x80\xa6'",7,0
1067049456032514048,ksorah,"b'RT @CJacksonWVU: #WVU defensive lineman Reese Donahue on senior William Crest: ""I want to be like Will Crest because he\xe2\x80\x99s such a phenomenal\xe2\x80\xa6'",111,0
1067047417802080258,680WKAZ,"b'Holgorsen is on Texas Tech\xe2\x80\x99s radar, along with Louisville and Colorado\n\n#WVU story by GAllanTaylor\xe2\x80\xa6 https://t.co/juMMSa1YXb'",0,0
1067046432400711682,sharper169,b'RT @smcave: E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,0
1067046144679821313,beaugbowden,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1067045776747044864,JSWVUAlumni,b'RT @smcave: E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,0
1067045533783605249,WVMetroNews,"b'Holgorsen is on Texas Tech\xe2\x80\x99s radar, along with Louisville and Colorado\n\n#WVU story by @GAllanTaylor\xe2\x80\xa6 https://t.co/5ic3Pg5Q53'",7,7
1067045203037564929,SharonAJones,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1067044414659399681,RiverPappas,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067043782074515456,FX_Butterfly,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067043337344073728,smcave,b'E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,21
1067043068292055040,damooduck,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067042337128398849,mistochristopho,b'RT @zach_goodall: Are you mad about the #Jaguars QB situation?\n\nMaybe @mistochristopho\xe2\x80\x99s scouting report on #WVU QB Will Grier will boost y\xe2\x80\xa6',3,0
1067040673793302528,ACis918,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067040574451212288,LockedOnNFLNet,b'RT @zach_goodall: Are you mad about the #Jaguars QB situation?\n\nMaybe @mistochristopho\xe2\x80\x99s scouting report on #WVU QB Will Grier will boost y\xe2\x80\xa6',3,0
1067040441579827200,BlueGoldNews,b'#WVU football commit closes out his HS career https://t.co/R3y7Ux3ISy',1,10
1067040423389073408,AMSTS,b'AMSTS #BigXII Computer Rankings for Week 3:\n3) #KUBball #RockChalk\n4) #RedRaiders #TTU\n15) #KState\n23) #HookEm\n39)\xe2\x80\xa6 https://t.co/2mIbs5C9i1',1,1
1067040310293860352,zach_goodall,b'Are you mad about the #Jaguars QB situation?\n\nMaybe @mistochristopho\xe2\x80\x99s scouting report on #WVU QB Will Grier will b\xe2\x80\xa6 https://t.co/mZjMjI3cvJ',3,6
1067040278899384322,CMAnderson247,"b'He was once committed to #WVU in high school, and now this JUCO DB is discussing options with the Mountaineer coach\xe2\x80\xa6 https://t.co/nlvvy8UVtR'",0,4
1067040118031171585,HamiltonESPN,b'#CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins\xe2\x80\xa6 https://t.co/7pCasK24xW',19,67
1067039004003061761,pwkski,"b""Advice to @FSUFootball fans:  Reach out to a @WVUfootball fan.  They know what we're going through. #GoNoles #WVU #FSU""",0,1
1067038380108656640,aloush_farhat,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067038314325307393,tklester11,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067036385272627200,zach_goodall,b'RT @mistochristopho: You asked and now you\xe2\x80\x99ll receive. \n\nBreaking down the film on #WVU QB Will Grier and what he brings to the table in th\xe2\x80\xa6',4,0
1067034800991674368,dmaultsby53,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067034617453133825,jameskay1225,"b'RT @JukieJ: Question for all you jamokes that want Dana to go. May I ask then what? I hate to break the news to y\xe2\x80\x99all, but top tier coaches\xe2\x80\xa6'",5,0
1067031746582126592,LockedOnJaguars,b'RT @mistochristopho: You asked and now you\xe2\x80\x99ll receive. \n\nBreaking down the film on #WVU QB Will Grier and what he brings to the table in th\xe2\x80\xa6',4,0
1067031483897036801,christian0___o,b'RT @StrictlyWVU: A quarterback i\xe2\x80\x99ll tell my grandkids about.. Thank you for the memories @willgrier_ #ForeverAMountaineer #WVU \n\n(Photos: @\xe2\x80\xa6',192,0
1067031170913849344,BMurrayRadio,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1067031081482895366,LockedOnNFLNet,b'RT @mistochristopho: You asked and now you\xe2\x80\x99ll receive. \n\nBreaking down the film on #WVU QB Will Grier and what he brings to the table in th\xe2\x80\xa6',4,0
1067030802867863558,mistochristopho,b'You asked and now you\xe2\x80\x99ll receive. \n\nBreaking down the film on #WVU QB Will Grier and what he brings to the table in\xe2\x80\xa6 https://t.co/88avGtISBP',4,5
1067030221554139136,DagueConnor,b'RT @tweber912: I\xe2\x80\x99m pro Dana staying at #WVU \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',7,0
1067027642669510656,bhertzel,b'HERTZEL COLUMN: Tagovailoa leads in the race to the Heisman while Grier fumbled away a really big chance to move up\xe2\x80\xa6 https://t.co/r7hpk8veJ1',1,2
1067026736112697344,bhertzel,b'Ahmad learns that he does best without the ball and the lesson brings him a 30-point game #wvu\xe2\x80\xa6 https://t.co/cyeUe6uUfR',0,4
1067026062834614273,BlueGoldNews,"b'Holgorsen Mentioned In Connection For Texas Tech, Other Head Coaching Jobs https://t.co/Ax7FR4BesS #WVU #BGN https://t.co/aL9d7rosH1'",0,0
1067023882304012290,lizzie20114,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1067022469834391553,drarkfeld,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067021398365822976,NewsRadio930,b'#WVU finalizes a settlement in the death of #NolanBurch - https://t.co/szlcxmQeu2',0,0
1067018893716320257,PRTMonitor,b'The PRT is running on a normal schedule\xf0\x9f\x99\x8c (Mon Nov 26 06:31:39 2018). #wvuprt #wvu #prt',0,0
1067008838459629568,virginiafan0101,"b'RT @CJacksonWVU: #WVU defensive lineman Reese Donahue on senior William Crest: ""I want to be like Will Crest because he\xe2\x80\x99s such a phenomenal\xe2\x80\xa6'",111,0
1066998287859879936,ECartEER330,b'RT @itskimwebster: The last couple of weeks as #WVU fans may not have gone the way we would\xe2\x80\x99ve liked them to go but I\xe2\x80\x99m still thankful for\xe2\x80\xa6',26,0
1066990864562601985,6WheelCowboy,"b""RT @dphickman1: OU and #WVU combine for 1,372 yards: Sooners aren't legit bc they can't play defense.\n\nClemson and S. Carolina combine for\xe2\x80\xa6""",159,0
1066990292702777346,LehlogonoloJer1,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066986516449177600,mickgleeson,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066977280436637696,iananderson1215,"b""Being a mountaineer fan and a Jags fan I'm definitely bias but this is what I and many others are hoping to see at\xe2\x80\xa6 https://t.co/wH7WbdDhdD""",1,2
1066973622110162949,ShaunaJWV,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1066966681749049344,dnykalynnne,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066960421201022976,8ooCash,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066946827071696897,WVUonRivals,"b""RT @WVSportsDotCom: IT'S CYBER MONDAY! \n\nGet in on the best deal for #WVU sports coverage and FREE gear! Sign up for an annual subscription\xe2\x80\xa6""",4,0
1066946048504070145,cws1964,b'RT @itskimwebster: The last couple of weeks as #WVU fans may not have gone the way we would\xe2\x80\x99ve liked them to go but I\xe2\x80\x99m still thankful for\xe2\x80\xa6',26,0
1066945380451999744,heey_marisaa,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066944586147397632,AbbyLoudermilk,b'RT @StrictlyWVU: A quarterback i\xe2\x80\x99ll tell my grandkids about.. Thank you for the memories @willgrier_ #ForeverAMountaineer #WVU \n\n(Photos: @\xe2\x80\xa6',192,0
1066942834366832640,Rivals,"b""RT @WVSportsDotCom: IT'S CYBER MONDAY! \n\nGet in on the best deal for #WVU sports coverage and FREE gear! Sign up for an annual subscription\xe2\x80\xa6""",4,0
1066942042914385920,JackWV74,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066941713585856517,adamgorney,"b""RT @WVSportsDotCom: IT'S CYBER MONDAY! \n\nGet in on the best deal for #WVU sports coverage and FREE gear! Sign up for an annual subscription\xe2\x80\xa6""",4,0
1066940403159613441,BruhBruhBlakely,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066939816628113409,WVSportsDotCom,"b""IT'S CYBER MONDAY! \n\nGet in on the best deal for #WVU sports coverage and FREE gear! Sign up for an annual subscrip\xe2\x80\xa6 https://t.co/Ev6X2mElWg""",4,3
1066938268283940864,willdower_,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066937202163077121,AhmadAyla,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066934847178981377,proudmountie,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1066934369040982016,CharbabyClayton,"b'RT @123pleasant: Next Friday, November 30th Jason Leech returns to his old stomping grounds 123 Pleasant Street! Loaded bill with Choppy Op\xe2\x80\xa6'",6,0
1066933573905776640,WinjaminWinston,b'RT @rivalskeenan: How did #WVU attack the Tite front Texas Tech used? An in-depth break down in the film room with @mattyfbrown and what ex\xe2\x80\xa6',1,0
1066932236220551168,dlong31,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066925955321606144,bmrbrown_sooner,"b""RT @dphickman1: OU and #WVU combine for 1,372 yards: Sooners aren't legit bc they can't play defense.\n\nClemson and S. Carolina combine for\xe2\x80\xa6""",159,0
1066924522719326208,dubvLIVE,"b'West Virginia University Mountaineers 4"" x 17"" Street Sign NCAA #WVU #morgantown https://t.co/jnaN2fKZwK'",1,4
1066922682351042563,GarKeith,b'Dana may be headed down the road.  I know who I would want! @realcoachrod #WVU',0,0
1066922646301040643,dalehd88,"b'RT @WVSportsDotCom: Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just want\xe2\x80\xa6'",18,0
1066922394072334336,GarKeith,b'@Holgersondana may be headed down the road.  I know who I would want! @realcoachrod #WVU',0,1
1066921963388571648,xX_OUTLAW_Xx,b'RT @itskimwebster: The last couple of weeks as #WVU fans may not have gone the way we would\xe2\x80\x99ve liked them to go but I\xe2\x80\x99m still thankful for\xe2\x80\xa6',26,0
1066921866252689409,EmRenae1218,"b'RT @TMHAcappella: Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm. Hope\xe2\x80\xa6'",5,0
1066916232669077505,jvarner_wv,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066915990729039872,scraigWVU,b'RT @tweber912: I\xe2\x80\x99m pro Dana staying at #WVU \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',7,0
1066915726567636993,KbaslerS,b'RT @SpreadOffense: Nice grab Wesco! #WVU https://t.co/bOlh4RZDTq',5,0
1066915544123740160,Oldjoeclarkwv,"b'RT @WVSportsDotCom: Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just want\xe2\x80\xa6'",18,0
1066914440216551424,FrostyRoot,b'RT @JacobRobinette1: Dana please get rid of Spavital as your OC and go hire Kliff Kingsbury!!! #WVU',1,0
1066914027354447872,MaharMatt21,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066913838786846721,RaspyVoiceKids,b'RT @ialsohatepitt: So glad I only root for #WVU...couldn\xe2\x80\x99t imagine having to be emotionally invested on Sunday\xe2\x80\x99s too.',3,0
1066913489187409925,xX_OUTLAW_Xx,b'RT @ialsohatepitt: So glad I only root for #WVU...couldn\xe2\x80\x99t imagine having to be emotionally invested on Sunday\xe2\x80\x99s too.',3,0
1066913475316891648,JacobRobinette1,b'Dana please get rid of Spavital as your OC and go hire Kliff Kingsbury!!! #WVU',1,1
1066913255262748673,ialsohatepitt,b'So glad I only root for #WVU...couldn\xe2\x80\x99t imagine having to be emotionally invested on Sunday\xe2\x80\x99s too.',3,50
1066911693769531392,xX_OUTLAW_Xx,"b'RT @NiteStare: If you are of the opinion that #WVU should be a 10 win team every 4-5 years, Dana did it in 2011 and then 2016. He is on tra\xe2\x80\xa6'",2,0
1066911524936142848,_thedrrew,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066911464072470528,spearlus_herli,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066911096597024768,dentaldoc32,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1066909863014514688,CMAnderson247,b'#WVU visiting a top uncommitted target tomorrow. Details (VIP) -----&gt; https://t.co/8vzNGPlulx',1,3
1066908985499049986,hadleyysavannah,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066908761489584128,RealMrBroce,"b""RT @WVHallBilly: Get a glimpse of the future and check out #WVU commit Winston Wright Jr's season highlights https://t.co/746bOGivdQ""",8,0
1066908717336195072,lonustuna,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066907283735670784,Wheres_G_Perry_,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066905535054790656,DWestenhaver,b'RT @ChaseAtkins99: Best Weekend Of My Life #WVU',1,0
1066903762701307904,DPT2Go,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066902961366827008,SessionsJack,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066900986772373504,mckenzie_lanier,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066900911052722176,_shan_banan,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066900893684113408,DaPritt,b'RT @DVNCallihan: #WVU WR commit Winston Wright Jr.\xe2\x80\x99s senior season highlights https://t.co/a1vTPG9qK1',2,0
1066900073672515586,CrewsControlWV,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066900051161751553,jordan_lofton,"b'RT @TMHAcappella: Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm. Hope\xe2\x80\xa6'",5,0
1066899353896394752,mistochristopho,"b'RT @mistochristopho: When you discuss the top quarterbacks in this 2019 QB class, one name that seems to always be in the conversation?\n\n#W\xe2\x80\xa6'",6,0
1066899197520162816,DVNCallihan,"b'#WVU fans, R-E-L-A-X. Within a short period rumors are floating elsewhere, it will happen. Holgs isn\xe2\x80\x99t going to Lub\xe2\x80\xa6 https://t.co/RR4KM1xDOB'",1,17
1066898558396362754,Landino103,"b'RT @GoldAndBlueZone: Had to work yesterday, watched the WVU-Valpo game last night. Seeing some encouraging things. Esa is so much better wh\xe2\x80\xa6'",5,0
1066898056631787521,WVSportsDotCom,"b'Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just w\xe2\x80\xa6 https://t.co/D2KH8fOvYM'",18,111
1066897913689882624,cmccullough101,b'RT @LockedOnJaguars: Our second #Jaguars scouting report for the 2019 NFL Draft. \n\n@mistochristopho breaks down the tape on #WVU QB Will Gr\xe2\x80\xa6',4,0
1066897429398806529,WVEconomist,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1066897055115870208,JeffJenkinsMN,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1066896552566898689,bernaherb,"b'RT @TMHAcappella: Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm. Hope\xe2\x80\xa6'",5,0
1066896545218510848,johnhanson20,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066896227638407168,SunnysideRabbi_,"b'RT @123pleasant: Next Friday, November 30th Jason Leech returns to his old stomping grounds 123 Pleasant Street! Loaded bill with Choppy Op\xe2\x80\xa6'",6,0
1066895664469168129,hilltroll,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1066894982043193344,whiskynowhiskey,"b""RT @dphickman1: OU and #WVU combine for 1,372 yards: Sooners aren't legit bc they can't play defense.\n\nClemson and S. Carolina combine for\xe2\x80\xa6""",159,0
1066894848257638400,wvu_dude,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1066893739212328961,tweber912,b'C\xe2\x80\x99mon Grizz.......y\xe2\x80\x99all really tellin us that you couldn\xe2\x80\x99t use him in your lineup right now???? Please!!!! #WVU\xe2\x80\xa6 https://t.co/bFsUmVxRgH',0,5
1066893293735329792,smelmevans,"b'RT @TMHAcappella: Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm. Hope\xe2\x80\xa6'",5,0
1066893079280533505,JKTKuykendall,b'RT @WVSportsDotCom: Those #WVU boys. https://t.co/t2I9t9Fno4',15,0
1066892407223058432,tweber912,"b'RT @NiteStare: When #WVU fans complain about being ""mediocre"". You are one of 33 schools and somehow should be better?? https://t.co/nsO0rQ\xe2\x80\xa6'",5,0
1066892378521432064,ChaseAtkins99,b'Best Weekend Of My Life #WVU',1,2
1066891717809500166,NiteStare,"b'When #WVU fans complain about being ""mediocre"". You are one of 33 schools and somehow should be better?? https://t.co/nsO0rQvLsu'",5,42
1066890852436451329,johnhanson20,"b""RT @jnpheen: THANK YOU to all the seniors and the work you've put in for West Virginia University #HailWV #WVU https://t.co/k0xk0qnrwR""",44,0
1066890447988162561,TMHAcappella,"b'Join us this Saturday, Dec 1 for our fall concert! It will be in the Gluck Theater in the @Mountainlair at 7:30 pm.\xe2\x80\xa6 https://t.co/ZFdRrso4bB'",5,5
1066890287996432385,johnhanson20,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066890216315731970,kingpotts88,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1066889688085073922,cgk205,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066888947492683777,rjuska,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066888878219505664,cws1964,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066888586291642369,theMaysShow29,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066888466515050498,cjwielgus,"b""RT @WVHallBilly: Get a glimpse of the future and check out #WVU commit Winston Wright Jr's season highlights https://t.co/746bOGivdQ""",8,0
1066887555398828032,catssportsmed,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066886236869197824,xX_OUTLAW_Xx,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066886215083978753,traviscastleman,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066885673347624961,EERSNATION,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066884679612153857,aknepper_3,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066884552713519106,c_will4455,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1066884331275198465,jnpheen,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1066883593920761858,67_mountaineer,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1066883531887050752,Ericox11Eric,b'RT @DVNCallihan: I firmly do not believe Dana Holgorsen is going anywhere. He wants to be here and he wants to build this program #WVU',9,0
1066882973084065792,ms_mirabile,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1066882726861639682,boffutt18,"b'RT @CMAnderson247: If you put #WVU LB David Long in with the five finalists for the Butkus Award (so six players total), Long would rank 2n\xe2\x80\xa6'",505,0
1066882340717248512,lyncofta,b'@athenamarkos @AJ_DonWilliams @BlueGoldNews #Alabama Offensive Coordinator Mike Locksley Athletic Director would be\xe2\x80\xa6 https://t.co/PtNzvm960E',0,0
1066881482998902784,Michiganeer,"b'RT @CMAnderson247: If you put #WVU LB David Long in with the five finalists for the Butkus Award (so six players total), Long would rank 2n\xe2\x80\xa6'",505,0
1066881472659890177,TheJimMoran,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
